,,,ID,,,,,,,,,,,lon,lat,,,,
11,I,8806,11907468,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442770.18,549620.65,442785,549468,10,2
11,I,8807,11907469,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442774,549584.43,442755,549470,10,1
11,I,8808,11907471,1,1355,2,21/04/2008,1,1,21/04/2008,30/09/2015,10/07/2014,,442597.89,548564.59,442673,548627,10,1
11,I,8809,11907472,1,1355,2,21/04/2008,1,1,21/04/2008,01/06/2017,10/07/2014,,440518.18,550129.26,440550.27,550139.29,10,1
11,I,8810,11907473,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442955,548965,442964,548988,10,1
11,I,8811,11907474,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442963.99,548988,442874.63,548987.7,10,1
11,I,8812,11907475,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442964.23,549136.69,442964,548988,10,6
11,I,8813,11907476,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442968,549128.99,442968.37,549066.23,10,1
11,I,8814,11907477,1,1355,2,21/04/2008,1,1,21/04/2008,01/06/2017,10/07/2014,,440357.47,550115.08,440283.32,550249.21,10,9
11,I,8815,11907478,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442509,548724,442536,548691,10,1
11,I,8816,11907479,1,1355,2,21/04/2008,1,1,21/04/2008,21/11/2017,10/07/2014,,440245.2,549827.71,440216,549789,10,3
11,I,8817,11907480,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442880,549128,442881,549034.99,10,3
11,I,8818,11907481,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443149.54,549038.23,443202,549032,10,1
11,I,8819,11907482,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443202,549032,443154.61,549018.38,10,1
11,I,8820,11907483,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443202,549032,443208.45,549011.91,10,1
11,I,8821,11907484,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442327,549221,442227,549118,1,1
11,I,8822,11907485,1,1355,2,21/04/2008,1,1,21/04/2008,11/12/2017,10/07/2014,,440636,549525,440653.26,549619.98,10,1
11,I,8823,11907486,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,441590.28,549801.52,441557,549678,10,2
11,I,8824,11907487,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,441540.41,549713.69,441565.83,549807.9,10,1
11,I,8825,11907488,1,1355,2,21/04/2008,1,1,21/04/2008,24/12/2021,10/07/2014,,441934.59,550255.86,442135.62,549557.46,10,5
11,I,8826,11907489,1,1355,2,21/04/2008,1,1,21/04/2008,10/07/2015,21/04/2008,,441533,549890,441611,549869,10,1
11,I,8827,11907490,1,1355,2,21/04/2008,1,1,21/04/2008,11/12/2017,10/07/2014,,441624.63,549927.79,441553,549957,10,3
11,I,8828,11907491,1,1355,2,21/04/2008,1,1,21/04/2008,16/08/2016,10/07/2014,,442721,549472,443028.26,549461.72,10,7
11,I,8829,11907492,1,1355,2,21/04/2008,1,1,21/04/2008,21/06/2017,10/07/2014,,442950,549708,442052.67,550708.66,10,22
11,I,8830,11907493,1,1355,2,21/04/2008,1,1,21/04/2008,16/08/2016,10/07/2014,,442950,549708,443036.35,549457.54,10,14
11,I,8831,11907494,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442907,549688.28,442979,549452,10,6
11,I,8832,11907495,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442944.75,549584.6,442988.7,549599.6,10,1
11,I,8833,11907496,1,1355,2,21/04/2008,1,1,21/04/2008,20/08/2015,10/07/2014,,441533,549817,441166,549781,10,7
11,I,8834,11907497,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,21/04/2008,,441602,549666,441635.48,549789.53,10,2
11,I,8835,11907498,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,441630.99,549688.99,441614.62,549795.1,10,2
11,I,8836,11907499,1,1355,2,21/04/2008,1,1,21/04/2008,01/06/2017,10/07/2014,,440221,549971,440269.66,550006.41,10,4
11,I,8837,11907500,1,1355,2,21/04/2008,1,1,21/04/2008,30/09/2015,10/07/2014,,442602.99,548823.99,442727,548884,1,2
11,I,8838,11907501,2,1355,2,21/04/2008,1,1,21/04/2008,30/09/2015,10/07/2014,,442638.57,548814.56,442739.84,548863.9,10,1
11,I,8839,11907502,2,1355,4,15/11/2012,1,1,21/04/2008,30/09/2009,15/11/2012,15/11/2012,440748.01,549981.09,440759.23,549877.54,10,0
11,I,8840,11907504,1,1355,2,21/04/2008,1,1,21/04/2008,05/07/2018,10/07/2014,,441804,549601,441863,549824,10,7
11,I,8841,11907506,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,441850,549773,441918,549708,10,3
11,I,8842,11907507,1,1355,2,21/04/2008,1,1,21/04/2008,21/09/2017,27/01/2015,,442600,548830,442279,548203,10,31
11,I,8843,11907508,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442576,548879,442601.45,548891.48,10,1
11,I,8844,11907512,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442657.04,548732.22,442779.01,548798.99,10,2
11,I,8845,11907509,1,1355,2,21/04/2008,1,1,21/04/2008,21/06/2017,10/07/2014,,442750,548621,442390.96,549250.53,10,19
11,I,8846,11907510,2,1355,2,21/04/2008,1,1,21/04/2008,30/09/2015,10/07/2014,,442735.07,548706.76,442444.31,549150.48,10,25
11,I,8847,11907511,1,1355,2,21/04/2008,1,1,21/04/2008,30/09/2015,10/07/2014,,442329.16,549229.75,442469,548965,10,8
11,I,8848,11907513,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443212.41,548892.75,443222.36,548968.48,10,1
11,I,8849,11907514,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443166,548950.72,443222.36,548968.48,10,1
11,I,8850,11907515,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,21/04/2008,,443159.83,548972.25,443214.88,548989.57,10,1
11,I,8851,11907516,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443214.88,548989.57,443222.36,548968.48,10,1
11,I,8852,11907517,1,1355,2,21/04/2008,1,1,21/04/2008,18/01/2023,10/07/2014,,443145,549051,442959,548924,10,4
11,I,8853,11907518,2,1355,2,21/04/2008,1,1,21/04/2008,18/01/2023,10/07/2014,,442923,548860,443018.18,549007.28,10,3
11,I,8854,11907519,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442490.46,549069.16,442510,549079,10,1
11,I,8855,11907520,1,1355,2,21/04/2008,1,1,21/04/2008,29/09/2020,10/07/2014,,440690,550035,440485.34,549939.45,10,4
11,I,8856,11907525,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442876,549295,442877,549128,10,2
11,I,8857,11907522,1,1355,2,21/04/2008,1,1,21/04/2008,01/06/2017,10/07/2014,,440277,550113,440163.41,550091.38,10,4
11,I,8858,11907523,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442984,549264,442877,549194,10,4
11,I,8859,11907524,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443018.61,549271.73,442931,549250,10,4
11,I,8860,11907526,1,1355,2,16/03/2017,1,1,21/04/2008,16/03/2017,10/07/2014,,442737.3,549331.65,442760,549126,10,3
11,I,8861,11907527,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442991.19,549423.2,442723.89,549443.64,10,6
11,I,8862,11907528,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442795,549378,443022,549370,10,5
11,I,8863,11907529,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443042.31,549333.06,443001.69,549185.35,10,2
11,I,8864,11907530,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442263,549122,442253,548941,10,2
11,I,8865,11907531,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,441719,549635,441774,549545,10,3
11,I,8866,11907532,1,1355,2,21/04/2008,1,1,21/04/2008,24/12/2021,10/07/2014,,440796,549826,442087.95,549538.65,10,25
11,I,8867,11907533,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,441863,549824,441646,549882,10,8
11,I,8868,11907534,1,1355,2,21/04/2008,1,1,21/04/2008,11/12/2017,10/07/2014,,442224.75,549379.39,441963,549390,10,5
11,I,8869,11907535,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442850.65,549433.66,442846.72,549378.85,10,1
11,I,8870,11907536,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442539.45,548635.53,442614.43,548697.66,10,2
11,I,8871,11907537,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442577.89,548699.59,442524,548654,10,1
11,I,8872,11907538,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442708,549589,442721,549472,10,2
11,I,8873,11907539,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,443001.68,549185.35,442676,549125,10,6
11,I,8874,11907540,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442259,549121,442391.72,549191.65,10,3
11,I,8875,11907541,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442569.85,548598.82,442687.07,548696.44,10,4
11,I,8876,11907542,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442659,548644,442554.49,548617.14,10,2
11,I,8877,11907543,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442896.56,549430.09,442892,549376,10,1
11,I,8878,11907544,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,442813.99,549034,442901.18,548965.74,10,3
11,I,8879,11907545,1,1355,2,21/04/2008,1,1,21/04/2008,21/11/2017,10/07/2014,,441222.04,550402.73,441077,550227,10,6
11,I,8880,11907546,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,441512,549904,441286,549963,10,2
11,I,8881,11907547,1,1355,2,21/04/2008,1,1,21/04/2008,21/11/2017,10/07/2014,,441252.29,550090.51,441437,550271,10,6
11,I,8882,11907548,1,1355,2,21/04/2008,1,1,21/04/2008,21/11/2017,10/07/2014,,441554.12,549961.59,441366.24,550002.97,10,5
11,I,8883,11907549,1,1355,2,21/04/2008,1,1,21/04/2008,21/11/2017,10/07/2014,,441207,549873,441230.67,550062.83,10,3
11,I,8884,33906543,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,437850,536083,437878,536082,10,1
11,I,8885,33906544,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,435390,530170,435349.88,530191.63,10,1
11,I,8886,33906545,1,1355,2,21/04/2008,1,1,21/04/2008,19/12/2016,10/07/2014,,435478.43,530136.82,435560.37,530226.63,10,2
11,I,8887,33906547,2,1355,2,05/07/2012,1,1,05/07/2012,07/07/2015,10/07/2014,,430586.02,531849.72,430503.62,531900.87,10,1
11,I,8888,33906548,1,1355,5,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,430743.91,531816.96,431253.99,531796,10,1
11,I,8889,33906549,1,1355,2,14/01/2013,1,1,14/01/2013,07/08/2017,14/01/2013,,424031.09,525792.48,424040,525803,10,1
11,I,8890,33906550,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426393.37,534299.08,426446.55,534309.55,10,1
11,I,8891,33906551,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423068,527772,423088,527775,10,1
11,I,8892,33906552,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426629,534474,426655.58,534406.02,10,1
11,I,8893,33906553,1,1355,4,22/05/2012,1,1,21/04/2008,30/09/2009,22/05/2012,22/05/2012,424511.89,532630.67,424509.49,532633.28,10,0
11,I,8894,33906555,1,1355,4,11/12/2018,1,1,21/04/2008,11/12/2018,10/07/2014,11/12/2018,422990,527716,422960,527711,10,0
11,I,8895,33906556,1,1355,2,21/04/2008,1,1,21/04/2008,15/03/2018,10/07/2014,,422369.39,534092.64,422428.59,534054.74,10,1
11,I,8896,33906557,1,1355,2,21/04/2008,1,1,21/04/2008,08/02/2018,10/07/2014,,423111.76,527029.9,423149,527136,10,3
11,I,8897,33906558,1,1355,2,21/04/2008,1,1,21/04/2008,30/03/2021,10/07/2014,,423077,526903,423120.45,526883.73,10,1
11,I,8898,33906559,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423005,526929,423055.15,526842.69,10,1
11,I,8899,33906560,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428453,523102,428460,523201,10,1
11,I,8900,33906561,1,1355,2,21/04/2008,1,1,21/04/2008,19/06/2018,10/07/2014,,428652.37,522563.75,428666.49,522477.11,10,1
11,I,8901,33906562,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428672.56,529792.27,428711.18,529880.35,10,1
11,I,8902,33906563,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427700.56,534854.68,427839.7,535124.24,10,5
11,I,8903,33906564,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427668.98,534863.94,427956.11,534842.53,10,2
11,I,8904,33906565,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,421592,525914,422050.54,526066.69,10,1
11,I,8905,33906566,1,1355,2,21/04/2008,1,1,21/04/2008,24/09/2015,10/07/2014,,422474,525889,422806.03,525729.57,10,5
11,I,8906,33906567,1,1355,2,21/04/2008,1,1,21/04/2008,14/12/2016,10/07/2014,,422422.46,525449.69,422875,525585,10,5
11,I,8907,33906568,1,1355,2,21/04/2008,1,1,21/04/2008,24/08/2015,10/07/2014,,430939.17,533986.77,430887,533634,10,1
11,I,8908,33906569,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427560,523523,427559,523391,10,1
11,I,8909,33906570,1,1355,2,21/04/2008,1,1,21/04/2008,19/12/2018,10/07/2014,,427909.82,523294.9,427963.94,523296.35,10,1
11,I,8910,33906571,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427817,522922,427665,523062,10,1
11,I,8911,33906572,1,1355,2,21/04/2008,1,1,21/04/2008,27/07/2022,10/07/2014,,427802,521904,427043.27,521966.04,10,7
11,I,8912,33906576,1,1355,2,21/04/2008,1,1,21/04/2008,27/07/2017,10/07/2014,,435552,530735,435209.24,530806.56,10,9
11,I,8913,33906573,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428054,522972,427816.92,522972.45,10,1
11,I,8914,33906574,1,1355,4,03/04/2013,1,1,21/04/2008,30/09/2009,03/04/2013,03/04/2013,426578,533653,426644.26,533588.85,10,0
11,I,8915,33906575,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,433114,528416,433104,528454,10,1
11,I,8916,33906577,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427683,524962,427715,524929,10,1
11,I,8917,33906578,1,1355,2,21/04/2008,1,1,21/04/2008,10/01/2022,10/07/2014,,428252.12,521302.63,428083.51,521315.92,10,1
11,I,8918,33906579,1,1355,2,21/04/2008,1,1,21/04/2008,17/08/2017,10/07/2014,,428301.77,528866.71,428222.07,528799.62,10,2
11,I,8919,33906580,2,1355,4,10/05/2012,1,1,21/04/2008,30/09/2009,21/04/2008,10/05/2012,428643,521521,429225,521917,10,0
11,I,8920,33906581,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425142.33,531229.67,425143.48,531610.53,10,3
11,I,8921,33906582,1,1355,2,01/12/2021,1,1,21/04/2008,01/12/2021,10/07/2014,,428608,526811,428608,526792,10,1
11,I,8922,33906583,1,1355,2,21/04/2008,1,1,21/04/2008,17/08/2017,10/07/2014,,427041.1,525748.72,427011.22,525679.04,10,3
11,I,8923,33906584,1,1355,5,21/04/2008,1,1,21/04/2008,05/04/2023,11/12/2014,,435487,529578,436146.8,531355.42,10,1
11,I,8924,33906585,1,1355,2,21/04/2008,1,1,21/04/2008,05/04/2023,10/07/2014,,421468.78,525514.35,421529.01,525499.95,10,1
11,I,8925,33906586,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428106,528770,428139,528762,10,1
11,I,8926,33906587,1,1355,2,21/04/2008,1,1,21/04/2008,21/07/2017,10/07/2014,,422046.36,526315.47,422022.46,526258.41,1,5
11,I,8927,33906588,1,1355,2,21/04/2008,1,1,21/04/2008,14/08/2017,10/07/2014,,428371.1,524958.14,428310,524975,10,3
11,I,8928,33906589,1,1355,2,21/04/2008,1,1,21/04/2008,08/12/2015,10/07/2014,,422994.56,525460.09,422834,525540,10,7
11,I,8929,33906590,1,1355,2,21/04/2008,1,1,21/04/2008,08/12/2015,10/07/2014,,422874.18,525359.52,422926.99,525490,10,4
11,I,8930,33906591,1,1355,2,21/04/2008,1,1,21/04/2008,08/12/2015,10/07/2014,,422902.97,525448.81,422986.85,525288.27,10,4
11,I,8931,33906592,1,1355,2,21/04/2008,1,1,21/04/2008,08/12/2015,10/07/2014,,423009.28,525397.15,422936.04,525397.2,10,3
11,I,8932,33906593,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427027.83,526915.94,427117.51,527024.16,10,7
11,I,8933,33906594,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426977.18,526768.23,427087.48,526863,10,5
11,I,8934,33906595,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,427066.87,526758.65,427126.8,526951.89,10,6
11,I,8935,33906596,1,1355,2,21/04/2008,1,1,21/04/2008,29/07/2015,10/07/2014,,429545.9,533890.94,429230.24,533799.1,10,4
11,I,8936,33906598,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429764,529634,429763,529667,10,1
11,I,8937,33906599,2,1355,2,21/04/2008,1,1,21/04/2008,15/07/2016,10/07/2014,,434327.07,529482.24,434333.54,529945.53,10,3
11,I,8938,33906600,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,432943.39,526493.53,432863.29,526492.32,10,1
11,I,8939,33906601,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428574.03,529393.57,428562.59,529441.75,10,3
11,I,8940,33906602,1,1355,2,21/04/2008,1,1,21/04/2008,28/09/2017,10/07/2014,,427839.54,525652.44,427876.27,525736.88,10,3
11,I,8941,33906603,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,435696,530657,435387,530749,10,1
11,I,8942,33906604,1,1355,2,21/04/2008,1,1,21/04/2008,18/09/2017,10/07/2014,,422237.82,534129.84,422299.73,534062.31,10,3
11,I,8943,33906605,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425148.43,533436.85,425183.43,533455.3,10,1
11,I,8944,33906606,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423210,525820,423261,525804,10,1
11,I,8945,33906608,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426067.31,531265.63,426094.58,531284.82,10,1
11,I,8946,33906609,1,1355,2,21/04/2008,1,1,21/04/2008,15/11/2018,10/07/2014,,426177.02,531399.39,426189.85,531341.76,10,1
11,I,8947,33906610,2,1355,2,10/12/2015,1,1,21/04/2008,07/06/2017,10/07/2014,,437172.08,533801.67,437210.66,533795.9,10,2
11,I,8948,33906612,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,426329.43,531313.43,426518.23,531427.71,10,12
11,I,8949,33906613,1,1355,2,21/04/2008,1,1,21/04/2008,21/07/2020,10/07/2014,,424908.21,534028.45,425282.82,533967.87,10,8
11,I,8950,33906614,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425134.5,533927.17,424989.17,533950.24,10,4
11,I,8951,33906615,1,1355,2,21/04/2008,1,1,21/04/2008,05/07/2017,10/07/2014,,425220.98,533934.22,424973.51,534138.67,10,7
11,I,8952,33906616,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425075.31,533995.54,425068.97,533898.76,10,3
11,I,8953,33906617,1,1355,2,21/04/2008,1,1,21/04/2008,05/07/2017,10/07/2014,,425116.71,533982.42,425185,533995,10,3
11,I,8954,33906618,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424986.99,534050.01,425004.73,534010.16,10,3
11,I,8955,33906622,1,1355,2,15/03/2018,1,1,21/04/2008,26/06/2018,10/07/2014,,422327.93,533976.82,422360.28,534030.48,10,1
11,I,8956,33906619,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,425078.03,534059.04,425102.16,534109.61,10,1
11,I,8957,33906620,1,1355,2,05/07/2017,1,1,21/04/2008,02/09/2022,10/07/2014,,424989.79,534145.88,425017.13,534055.11,10,5
11,I,8958,33906621,1,1355,2,21/04/2008,1,1,21/04/2008,22/11/2017,10/07/2014,,424942.56,534043.07,424904.56,534133.65,10,3
11,I,8959,33906623,1,1355,2,21/04/2008,1,1,21/04/2008,22/06/2017,10/07/2014,,435757.08,530537.06,435722,530740,10,6
11,I,8960,33906624,2,1355,2,21/04/2008,1,1,21/04/2008,05/12/2016,17/11/2014,,428744.27,530003.5,428681.04,530777.39,10,6
11,I,8961,33906625,2,1355,2,21/04/2008,1,1,21/04/2008,06/12/2016,10/07/2014,,424500.63,534603.44,425053.09,534860.65,1,1
11,I,8962,33906626,2,1355,2,21/04/2008,1,1,21/04/2008,03/05/2017,10/07/2014,,438845,536020,438836.79,535952.65,10,1
11,I,8963,33906627,2,1355,2,21/04/2008,1,1,21/04/2008,19/06/2018,10/07/2014,,425259,534006,424997.8,534245.99,1,1
11,I,8964,33906628,1,1355,2,06/12/2021,1,1,21/04/2008,06/12/2021,10/05/2012,,431258.75,522416.96,431769.16,522299.9,10,2
11,I,8965,33906629,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,435379.04,529909.01,435403.46,529756.13,10,3
11,I,8966,33906631,1,1355,2,09/03/2016,1,1,21/04/2008,09/03/2016,10/07/2014,,436923,525363,436882,525400,10,1
11,I,8967,33906632,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429860.23,532015.47,429826.67,532017,10,1
11,I,8968,33906636,1,1355,2,21/04/2008,1,1,21/04/2008,21/07/2017,10/07/2014,,421895.57,526288.01,421904.01,526252.82,10,1
11,I,8969,33906633,1,1355,2,21/04/2008,1,1,21/04/2008,15/03/2018,10/07/2014,,422614.6,533900.29,422634.56,533819.54,10,1
11,I,8970,33906635,2,1355,2,21/04/2008,1,1,21/04/2008,13/07/2017,10/07/2014,,428007.06,530116.63,427911.06,529962.9,10,1
11,I,8971,33906637,2,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,423256,525765,423532,525709,10,1
11,I,8972,33906639,2,1355,2,09/01/2013,1,1,09/01/2013,07/07/2015,09/01/2013,,428424,521939,428637.61,522046.06,10,1
11,I,8973,33906640,1,1355,5,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,424934,533229,424461.39,532765.07,10,1
11,I,8974,33906641,1,1355,2,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,428545.12,522412.15,428583.5,522370.64,10,3
11,I,8975,33906642,1,1355,2,17/09/2008,1,1,17/09/2008,07/07/2015,10/07/2014,,431174.31,534537.28,431089.76,534547.46,10,1
11,I,8976,33906643,1,1355,2,17/09/2008,1,1,17/09/2008,24/08/2015,10/07/2014,,431089.76,534547.46,431158.52,534617.76,10,5
11,I,8977,33906644,1,1355,2,22/09/2008,1,1,22/09/2008,07/07/2015,10/07/2014,,429133.79,532958.47,429123.91,532981.41,10,1
11,I,8978,33906645,1,1355,2,18/09/2008,1,1,18/09/2008,25/09/2017,10/07/2014,,436632,534487,436901.26,536229.04,10,11
11,I,8979,33906646,1,1355,2,18/09/2008,1,1,18/09/2008,30/10/2017,10/07/2014,,436632,534487,436605,532846,10,10
11,I,8980,33906647,1,1355,5,21/04/2008,1,1,21/04/2008,10/07/2015,10/07/2014,,424934,533229,424461.39,532765.07,10,2
11,I,8981,33906648,1,1355,2,07/09/2009,1,1,07/09/2009,07/07/2015,10/07/2014,,424585.96,532879.43,424580,533174,10,6
11,I,8982,33906649,1,1355,2,08/09/2009,1,1,08/09/2009,07/07/2015,10/07/2014,,424550.59,532919.03,424526.23,532990.45,10,1
11,I,8983,33906652,1,1355,5,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,424005.84,533717.81,424461.39,532765.07,10,1
11,I,8984,33906653,1,1355,2,07/09/2009,1,1,07/09/2009,07/07/2015,10/07/2014,,424533.6,533042.79,424474.93,533031.97,10,3
11,I,8985,33906654,1,1355,2,07/09/2009,1,1,07/09/2009,07/07/2015,10/07/2014,,424530.73,533104.42,424494.95,533104.42,10,3
11,I,8986,33906655,1,1355,2,07/09/2009,1,1,07/09/2009,07/07/2015,10/07/2014,,424536.58,532947.41,424595.25,532981.57,10,3
11,I,8987,33906657,1,1355,2,18/09/2008,1,1,18/09/2008,27/09/2018,10/07/2014,,427458,524055,427576,524306,10,1
11,I,8988,33906658,2,1355,2,18/09/2008,1,1,18/09/2008,03/10/2017,10/07/2014,,430510.31,534452.74,430721.34,534639.74,10,1
11,I,8989,33906660,2,1355,2,18/09/2008,1,1,18/09/2008,07/07/2015,10/07/2014,,426783.69,527516.64,426768.03,527442.14,10,1
11,I,8990,33906661,2,1355,2,18/09/2008,1,1,18/09/2008,12/07/2016,10/07/2014,,426260,529092,426207.55,528745.81,10,1
11,I,8991,33906662,2,1355,2,18/09/2008,1,1,18/09/2008,07/07/2015,10/07/2014,,426540,528994,426404.73,528689.83,10,1
11,I,8992,33906663,2,1355,2,18/09/2008,1,1,18/09/2008,07/07/2015,10/07/2014,,429115.31,532950.69,429098.19,533004.18,10,1
11,I,8993,33906664,1,1355,4,15/11/2012,1,1,18/09/2008,30/09/2009,15/11/2012,15/11/2012,429155.98,532970.81,429159,532972.46,10,0
11,I,8994,33906665,2,1355,2,22/09/2008,1,1,22/09/2008,07/07/2015,10/07/2014,,429145.16,532933.59,429133.79,532958.47,10,1
11,I,8995,33906666,2,1355,2,18/09/2008,1,1,18/09/2008,07/07/2015,10/07/2014,,429141.43,532932.42,429157.09,532905.33,10,1
11,I,8996,33906668,2,1355,2,18/09/2008,1,1,18/09/2008,07/07/2015,10/07/2014,,423283.63,525438.8,423417.95,525586.32,10,1
11,I,8997,33906669,1,1355,2,18/09/2008,1,1,18/09/2008,19/06/2018,10/07/2014,,428093,523212,428034.52,523211.03,10,1
11,I,8998,33906670,1,1355,5,21/04/2008,1,1,21/04/2008,07/07/2015,10/07/2014,,429085,532833,428595,532679,10,2
